id, name, latitude, longitude, address, area, city,cost,Cost_Type, rating,rating_type, homedelivery, smoking, alcohol, wifi, valetparking, rooftop  
609,Farmhouse Garden Family Restaurant & Bar,19.34,72.81,"Tamtalao, Next to Slema Chicken Center, Mulgaon,VasaiWest, Vasai, Mumbai",Vasai, Mumbai,"  ? 1,200.00  ", Budget Friendly ,4.00,Very Good,yes,yes,yes,yes,yes,yes
610,Exhale,18.99,72.82,"Ground Floor, 11/12, Raghuvanshi Mills, Senapati Bapat Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,"  ? 1,100.00  ", Budget Friendly ,3.80,Very Good,yes,no,no,no,no,no
611,Brew n Chew,19.15,72.83,"Shop 1, Samartha Vaibhav Society, Opposite Tarapore Towers, Next to IDBI Bank,Andheri Lokhandwala, Andheri West, Mumbai","Andheri Lokhandwala, Andheri West", Mumbai,  ? 800.00  , Budget Friendly ,3.70,Very Good,yes,yes,no,yes,no,no
612,Score Sports Bar,19.19,72.84,"107, 1st Floor, Palm Spring, Above Croma, Link Road,Malad West, Mumbai",Malad West, Mumbai,"  ? 1,600.00  ", Moderate ,3.70,Very Good,no,yes,yes,yes,yes,no
613,House of Mandarin,19.05,72.83,"Hill Road, Bandra WestClassic Corner Building, Next to Holy Family Hospital,","Hill Road, Bandra West", Mumbai,"  ? 2,100.00  ", Moderate ,3.40,Good,no,no,yes,no,no,no
614,PizzAah! District,19.21,72.83,"4, Sanghvi Premises Soc. Ltd, M. G. Road,  near RNA complex & Hindustan Naka,Kandivali West, Mumbai",Kandivali West, Mumbai,  ? 650.00  , Budget Friendly ,4.10,Very Good,yes,yes,no,yes,yes,no
615,The Super Happy Pop-Up At The Barking Deer,19.00,72.83,"Mathuradas Mill Compound, Senapati Bapat Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,"  ? 1,700.00  ", Moderate ,3.70,Very Good,no,yes,yes,no,yes,no
616,Da Capo Cafe & Bistro,19.03,73.07,"Shop 12 & 13, Bhoomi Heights, Plot 5 & 6, Sector-8,Kharghar, Navi Mumbai",Kharghar, Mumbai,  ? 850.00  , Budget Friendly ,4.20,Very Good,yes,yes,no,no,no,no
617,Euphoria - The Gastro Lounge,19.22,72.87,"Top Floor, Annex Mall, Western Express Highway, Above Carnival Cinemas,Borivali East, Mumbai",Borivali East, Mumbai,"  ? 1,000.00  ", Budget Friendly ,3.70,Very Good,no,yes,no,no,no,yes
618,Khiva,19.09,72.89,"F-32, First Floor, Phoenix Market City, LBS Marg,Kurla, Mumbai",Kurla, Mumbai,"  ? 1,900.00  ", Moderate ,4.40,Very Good,yes,no,no,no,no,no
619,Gluttony,19.11,72.87,"Kadamwadi, Collector Chawl, Near Gajanan Mill, Pipeline,,Marol, Mumbai",Marol, Mumbai,  ? 300.00  , Budget Friendly ,4.50,Very Good,yes,no,no,no,no,no
620,Landmark Restaurant Veg Diet,19.19,72.83,"Landmark Building, Link Road, Mithchowki,Malad West, Mumbai",Malad West, Mumbai,  ? 650.00  , Budget Friendly ,3.50,Good,yes,no,no,no,yes,no
621,Fly High,19.02,73.02,"S-49, 2nd Floor,SeawoodsGrand Central Mall, Seawoods, Navi Mumbai",Seawoods, Mumbai,"  ? 1,200.00  ", Budget Friendly ,3.10,Good,yes,yes,yes,yes,no,no
622,Glasshouse - Hyatt Regency Mumbai,19.10,72.87,"Hyatt Regency Mumbai, Airport Sahar Road, Andheri East,Chakala, Mumbai",Chakala, Mumbai,"  ? 4,500.00  ", Expensive ,3.90,Very Good,no,no,yes,yes,yes,no
623,Domino's Pizza,19.12,72.91,"G5, Ground Floor, City Park, Hiranandani Business Park,Powai, Mumbai",Powai, Mumbai,  ? 700.00  , Budget Friendly ,2.90,Good,yes,no,no,no,no,no
624,Bagdadi,18.92,72.83,"11, Tulloch Road, Behind Taj Mahal Hotel,Colaba, Mumbai",Colaba, Mumbai,  ? 400.00  , Budget Friendly ,3.80,Very Good,no,no,no,no,no,no
625,Lion Heart,18.98,72.83,"Dr. B A Marg, Opposite Rani Baug,BycullaEast, Byculla, Mumbai",Byculla, Mumbai,"  ? 1,200.00  ", Budget Friendly ,4.10,Very Good,no,yes,yes,yes,yes,no
620,Gluttony,19.11,72.87,"Kadamwadi, Collector Chawl, Near Gajanan Mill, Pipeline,,Marol, Mumbai",Marol, Mumbai,  ? 300.00  , Budget Friendly ,4.50,Very Good,yes,no,no,no,no,no
621,Landmark Restaurant Veg Diet,19.19,72.83,"Landmark Building, Link Road, Mithchowki,Malad West, Mumbai",Malad West, Mumbai,  ? 650.00  , Budget Friendly ,3.50,Good,yes,no,no,no,yes,no
626,The Bombay Churros,19.07,72.82,"A/3, Gagangiri co op society ltd, Off Carter Road, Khar Danda, Khar (West) 400052 Mumbai, India",Malad West, Mumbai,  ? 650.00  , Budget Friendly ,4.20,Very Good,no,no,no,no,no,no
627,Tapri Shapri,19.14,72.83,"Andheri Lokhandwala, Andheri WestE-4 A, Ground Flloor, Crystal Plaza, Opposite White Room,","Andheri Lokhandwala, Andheri West", Mumbai,  ? 400.00  , Budget Friendly ,3.60,Very Good,yes,no,no,yes,no,no
628,Shreeji's The Fusion Kitchen,19.23,72.86,"Chamunda Circle, Sardar Vallabhbhai Patel Road, Himmat Nagar,Borivali West, Mumbai",Borivali West, Mumbai,  ? 200.00  , Budget Friendly ,4.10,Very Good,no,no,no,no,no,no
629,Hometown Cafe,19.14,72.83,"Oberoi Chambers 1, Tanishq Showroom, Off New Link Road,Veera Desai Area, Mumbai",Veera Desai Area, Mumbai,"  ? 1,500.00  ", Budget Friendly ,3.70,Very Good,yes,yes,yes,no,no,no
630,Basil n' Spice,19.16,72.94,"G 19-20,R Galleria, Next to Fortis Hospital, Runwal Green, Goregaon-Mulund Link Road,Mulund West, Mumbai",Mulund West, Mumbai,"  ? 1,000.00  ", Budget Friendly ,4.20,Very Good,yes,no,no,yes,no,no
631,Farmhouse Sea N Sand,19.33,72.80,"Pachubander,VasaiWest, Vasai, Mumbai",Vasai, Mumbai,"  ? 1,100.00  ", Budget Friendly ,4.10,Very Good,yes,yes,yes,yes,yes,yes
632,Peco Peco,19.13,72.92,"Shop 3, Hiranandani,Powai, Mumbai.",Powai, Mumbai,  ? 700.00  , Budget Friendly ,3.50,Good,yes,no,no,no,no,no
633,Wok Hei,19.05,72.90,"Sunder Apartment, Sion Trombay Road, Opposite Diamond Garden,Chembur, Mumbai",Chembur, Mumbai,  ? 800.00  , Budget Friendly ,3.50,Good,yes,no,yes,no,no,no
634,Open House Cafe And Bar,19.03,72.84,"Amar Kunj, Cadel Road,Dadar Shivaji Park, Mumbai",Dadar Shivaji Park, Mumbai,"  ? 1,200.00  ", Budget Friendly ,3.50,Good,yes,no,yes,yes,yes,no
635,Mumbai Bistro - The Café,19.02,72.84,"Shop 3, Sugee Sadan Building, Next to Portuguese Church, Gokhale Road,Dadar West, Mumbai",Dadar West, Mumbai,  ? 700.00  , Budget Friendly ,3.90,Very Good,yes,no,no,no,no,no
636,Jamie's Pizzeria by Jamie Oliver,19.00,72.82,"Highstreet Phoenix,Lower Parel, Mumbai",Lower Parel, Mumbai,  ? 800.00  , Budget Friendly ,3.80,Very Good,yes,no,yes,no,no,no
637,Pravas,19.01,72.83,"4, Kamala Mills Compound,Lower Parel, Mumbai",Lower Parel, Mumbai,"  ? 1,200.00  ", Budget Friendly ,3.60,Very Good,yes,no,yes,no,no,no
638,Curry Tales,19.07,72.84,"Shop 5, Bhavya Plaza, 5th Road, Next to Kotak Mahindra Bank & Midas Salon,Khar, Mumbai",Khar, Mumbai,"  ? 1,150.00  ", Budget Friendly ,4.20,Very Good,yes,no,no,yes,no,no
639,Chai Pe Charcha,19.00,72.83,"Shop 11, Madhav Bhuvan Building Gate 2, Opposite Kamala Mills, Senapati Bapat Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,  ? 450.00  , Budget Friendly ,3.90,Very Good,yes,no,no,no,no,no
640,Hymus Restobar,19.15,72.83,"Oshiwara, Andheri West20-21-22 Meera Tower, New Link Road,","Oshiwara, Andheri West", Mumbai,"  ? 1,200.00  ", Budget Friendly ,3.70,Very Good,yes,yes,yes,yes,yes,no
641,The Boston Butt,18.93,72.83,"1st floor, Rampart Row, Near Rhythm House, Kalaghoda,Fort, Mumbai",Fort, Mumbai,"  ? 1,650.00  ", Moderate ,4.10,Very Good,no,no,yes,no,yes,no
642,Reise All Day Bar & Kitchen,19.11,72.86,"45, Tarun Bharat CHS, Dr Karnjiya Road,Chakala, Mumbai",Chakala, Mumbai,"  ? 1,200.00  ", Budget Friendly ,3.70,Very Good,no,yes,yes,yes,yes,no
643,The Goose & Gridiron,19.11,72.86,"FortOpp Sterling Theatre, Murzban Road, Azad Maidan,",Fort, Mumbai,"  ? 1,400.00  ", Budget Friendly ,3.80,Very Good,no,no,yes,no,no,no
644,Indiana Water's,19.20,72.97,"Khopat, Thane West4th Floor, Korum Mall, Near Cadbury Compound,","Khopat, Thane West", Mumbai,"  ? 1,100.00  ", Budget Friendly ,3.40,Good,yes,yes,yes,no,no,no
645,Soul Fry,19.06,72.83,"Pali Hill, Bandra WestPali Mala Road, Opposite Pali Vegetable Market,","Pali Hill, Bandra West", Mumbai,"  ? 1,000.00  ", Budget Friendly ,3.70,Very Good,yes,no,yes,no,yes,no
646,Khasiyat The Paratha House,19.10,72.84,"21, Dashrathlal Joshi Road,Vile Parle West, Mumbai",Vile Parle West, Mumbai,  ? 600.00  , Budget Friendly ,3.80,Very Good,yes,no,no,no,no,no
647,Food Stop,19.06,73.00,"Seawoods Garden Society,Sector-17,Sanpada, Navi Mumbai, Palm Beach Road",Sanpada, Mumbai,  ? 350.00  , Budget Friendly ,4.00,Very Good,yes,no,no,no,no,no
648,Sizzle House,19.03,72.84,"1/2, 237, Bhagirathi Sadan, Opposite Yes Bank Cadel Road,Dadar Shivaji Park, Mumbai",Dadar Shivaji Park, Mumbai,"  ? 1,200.00  ", Budget Friendly ,3.70,Very Good,yes,no,no,yes,no,no
649,Pancham Puriwala,18.94,72.84,"8-10, Perin Nariman Street,Fort, Mumbai",Fort, Mumbai,  ? 200.00  , Budget Friendly ,3.90,Very Good,no,no,no,no,no,no
650,pedalpower,19.38,72.82,"Shop 2,3,4,5 Ram Rahim Towers Samata Nagar,Vasai, Mumbai",Vasai, Mumbai,  ? 200.00  , Budget Friendly ,3.90,Very Good,no,no,no,yes,no,no
651,Pritam Da Dhaba,19.02,72.85,"Hotel Midtown Pritam, Pritam Estates,Dadar East, Mumbai",Dadar East, Mumbai,"  ? 1,200.00  ", Budget Friendly ,3.50,Good,yes,no,yes,no,yes,no
652,Khyber,18.93,72.83,"145, MG Road, Kala Ghoda,Fort, Mumbai",Fort, Mumbai,"  ? 2,600.00  ", Moderate ,3.90,Very Good,yes,no,yes,yes,yes,no
653,BusaGo,19.12,72.91,"Lakeview Developers, City Park, Olympia Building, Hiranandani Garden,Powai, Mumbai",Powai, Mumbai,  ? 800.00  , Budget Friendly ,3.50,Good,yes,no,no,no,no,no
654,KA.FE,19.13,72.83,"Shop 4, Sai Kanwal Complex, Opposite Westside, Below D N Nagar Metro Station, Next to Airtel Gallery,4 Bungalows, Andheri West, Mumbai",4 Bungalows, Mumbai,  ? 500.00  , Budget Friendly ,4.00,Very Good,yes,no,no,yes,no,no
655,SamBar Pub & Kitchen,19.07,72.84,"8 Vora Building, 3rd Road, opp Simran Plaza,KharWest. Mumbai, Khar, Mumbai",Khar, Mumbai,"  ? 1,250.00  ", Budget Friendly ,3.90,Very Good,yes,yes,yes,no,yes,no
656,Pincuk,19.16,72.99,"Shop 1, Sul Building, Sector 20D,Airoli, Navi Mumbai",Airoli, Mumbai,  ? 700.00  , Budget Friendly ,4.50,Very Good,yes,no,no,no,no,no
657,Samrat Restaurant,18.93,72.83,"Ground Floor, Prem Court, JT Road,Churchgate, Mumbai",Churchgate, Mumbai,  ? 900.00  , Budget Friendly ,3.80,Very Good,yes,no,no,no,no,no
658,Indigo Delicatessen,18.99,72.82,"1st Floor, Palladium Mall, Senapati Bapat Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,"  ? 2,100.00  ", Moderate ,4.00,Very Good,yes,no,yes,yes,no,no
659,Trishna,18.93,72.83,"7, Sai Baba Marg, Kala Ghoda,Fort, Mumbai",Fort, Mumbai,"  ? 2,200.00  ", Moderate ,4.10,Very Good,no,no,yes,no,yes,no
660,Bhaijaanz,19.07,72.83,"Carter Road, Bandra WestG2, White Rose Building, Rizvi Complex, Sherly Rajan Road, Off Carter Road,","Carter Road, Bandra West", Mumbai,  ? 900.00  , Budget Friendly ,3.50,Good,yes,yes,no,no,no,no
661,Dewano Daa Dhaba,19.14,72.81,"Versova, Andheri WestOff Yari Road,","Versova, Andheri West", Mumbai,  ? 900.00  , Budget Friendly ,3.80,Very Good,yes,no,no,yes,no,no
662,Izaya,18.93,72.82,"NCPA, Gate 2,Nariman Point, Mumbai",Nariman Point, Mumbai,"  ? 2,500.00  ", Moderate ,2.70,Good,no,no,yes,no,no,no
663,7th Heaven,19.17,72.96,"Shop 7, Shanti Bhavan, Opposite Station J.S Dosa Road,Mulund West, Mumbai",Mulund West, Mumbai,  ? 400.00  , Budget Friendly ,3.60,Very Good,yes,no,no,no,no,no
664,Bunkerzzz Cafe,19.21,72.87,"Shop 42, Evershine Millenium Park 38, Near Rama's Hotel, Thakur Village,Kandivali East, Mumbai",Kandivali East, Mumbai,  ? 500.00  , Budget Friendly ,3.70,Very Good,yes,no,no,no,no,no
665,4 Bro's Pizza,19.21,72.87,"Shop 52, Jupiter EMP, Phase 1, Evershine Millennium Paradise,Kandivali East, Mumbai",Kandivali East, Mumbai,  ? 600.00  , Budget Friendly ,4.10,Very Good,yes,no,no,no,no,no
666,Sukh Sagar,18.96,72.81,"Marina Mansion, SVP Road,Chowpatty, Mumbai",Chowpatty, Mumbai,  ? 600.00  , Budget Friendly ,3.70,Very Good,no,no,no,no,no,no
667,Everyday Anday,19.19,72.97,"Naupada, Thane WestShop no.1, Shree sadan building, Ghantali Road,","Naupada, Thane West", Mumbai,  ? 500.00  , Budget Friendly ,4.30,Very Good,yes,no,no,no,no,no
668,Tantra,18.96,72.81,"9, Hughes Road,Chowpatty, Mumbai",Chowpatty, Mumbai,"  ? 1,000.00  ", Budget Friendly ,3.60,Very Good,no,no,yes,no,yes,no
669,FIRKI*,18.99,72.82,"11/12, Block 27, Raghuvanshi Mills Compound, Senapati Bapat Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,"  ? 1,200.00  ", Budget Friendly ,3.60,Very Good,yes,no,no,no,yes,no
670,Hotel Deluxe,18.93,72.83,"10-A, Pitha Street, Opposite Lane of Citi Bank,Fort, Mumbai",Fort, Mumbai,  ? 300.00  , Budget Friendly ,4.10,Very Good,yes,no,no,no,no,no
671,Qbaa Terrace,19.19,72.84,"9th Floor, Synergy Court, Kanchpada,Malad West, Mumbai",Malad West, Mumbai,"  ? 1,500.00  ", Budget Friendly ,3.60,Very Good,no,yes,no,yes,yes,yes
672,Kobe Sizzlers,18.96,72.81,"13/14, Sukh Sagar, Hughes Road, Opera House,Chowpatty, Mumbai",Chowpatty, Mumbai,"  ? 1,500.00  ", Budget Friendly ,3.50,Good,no,no,no,no,no,no
673,Revival Restaurant,18.95,72.81,"39-B,ChowpattySeaface, Chowpatty, Mumbai",Chowpatty, Mumbai,  ? 900.00  , Budget Friendly ,3.60,Very Good,yes,yes,yes,yes,yes,no
674,Shake Shop,19.15,72.82,"Andheri Lokhandwala, Andheri WestShop 4, Nebula Co-operative Housing Society Ltd,","Andheri Lokhandwala, Andheri West", Mumbai,  ? 350.00  , Budget Friendly ,4.20,Very Good,yes,no,no,no,no,no
675,Reunion Bar & Kitchen,19.03,72.84,"204, Ground Floor, Sai Niwas, LJ Road, Near City Light,Dadar Shivaji Park, Mumbai",Dadar Shivaji Park, Mumbai,"  ? 1,250.00  ", Budget Friendly ,3.40,Good,yes,no,yes,yes,yes,no
676,The Daily Bar & Kitchen,19.06,72.84,"Linking Road, Bandra WestGround Floor Behind Shoppers Stop, SV Road,","Linking Road, Bandra West", Mumbai,"  ? 2,000.00  ", Moderate ,4.10,Very Good,yes,yes,yes,yes,yes,no
677,Cafe Irani Chaii,19.04,72.84,"9, Rosary Chawl, Mangireesh CHS Ltd., MMC Road,Mahim, Mumbai",Mahim, Mumbai,  ? 400.00  , Budget Friendly ,4.10,Very Good,yes,no,no,no,no,no
678,THE THA'L CO,19.05,72.83,"Pooja Apartments- ground floor. Chinchpokli road, off Hill Road, lane touching Bata showroom. Hill road,Bandra West. Mumbai",Dadar Shivaji Park, Mumbai,"  ? 2,000.00  ", Moderate ,4.20,Very Good,no,no,no,no,yes,no
679,Lazeez,19.06,72.83,"Hill Road, Bandra WestShop 8-9, Rizvi Palace, Next to Bata Showroom,","Hill Road, Bandra West", Mumbai,"  ? 1,000.00  ", Budget Friendly ,4.40,Very Good,yes,yes,no,no,no,no
680,PizzAah! District,19.06,72.83,"7 Bungalows, Andheri WestShop 3, Chetna Building, Bon Bon Lane, Near Versova Metro Station,","7 Bungalows, Andheri West", Mumbai,  ? 650.00  , Budget Friendly ,4.40,Very Good,yes,no,no,no,no,no
681,PizzAah! District,19.06,72.83,"Shop 3, Opposite Toyota Showroom, Link Road,Malad West, Mumbai",Malad West, Mumbai,  ? 650.00  , Budget Friendly ,4.40,Very Good,yes,no,no,no,no,no
682,STAX - Hyatt Regency Mumbai,19.10,72.87,"Hyatt Regency Mumbai, Airport Sahar Road, Andheri East,Chakala, Mumbai",Chakala, Mumbai,"  ? 4,000.00  ", Expensive ,4.00,Very Good,no,no,yes,yes,yes,no
683,The Bakery -  Hyatt Regency,19.10,72.87,"Hyatt Regency, Airport Sahar Road, Andheri East, Mumbai,Chakala, Mumbai",Chakala, Mumbai,"  ? 1,000.00  ", Budget Friendly ,3.30,Good,no,no,no,yes,no,no
684,STAX Bar - Hyatt Regency Mumbai,19.10,72.87,"Hyatt Regency Mumbai, Airport Sahar Road, Andheri East,Chakala, Mumbai",Chakala, Mumbai,"  ? 3,500.00  ", Expensive ,3.30,Good,no,no,yes,yes,no,no
685,Domino's Pizza,19.21,73.09,"Shree Complex, Gajbandhan Patharli Village, Manpada Road,Dombivali East, Dombivali East, Mumbai",Dombivali East, Mumbai,  ? 700.00  , Budget Friendly ,3.20,Good,yes,no,no,no,no,no
686,Domino's Pizza,19.15,73.00,"6 & 7, Ground Floor, Shivshankar Plaza, Plot 1, Sector 7,Airoli, Navi Mumbai",Airoli, Mumbai,  ? 700.00  , Budget Friendly ,2.30,Good,yes,no,no,no,no,no
687,Domino's Pizza,19.07,72.83,"1, Ground Floor, Mangal Bhavan, 14th Road,KharWest, Khar, Mumbai",Khar, Mumbai,  ? 700.00  , Budget Friendly ,3.40,Good,yes,no,no,no,no,no
688,Domino's Pizza,19.24,72.85,"8-11, Bethlehem Apartments, SVP Road,Borivali West, Mumbai",Borivali West, Mumbai,  ? 700.00  , Budget Friendly ,2.60,Good,yes,no,no,no,no,no
689,Domino's Pizza,19.01,72.82,"554, Landmark Building, GM Bhosle Marg,Worli, Mumbai",Worli, Mumbai,  ? 700.00  , Budget Friendly ,2.70,Good,yes,no,no,no,no,no
690,Curry Culture,19.13,72.92,"Hiranandani,Powai, Mumbai",Powai, Mumbai,  ? 700.00  , Budget Friendly ,3.70,Very Good,yes,no,no,no,no,no
691,Zinc Neo Lounge & Kitchen,19.26,72.97,"Kasarvadavli, Thane West3rd Floor, DE Grandeur Hotels, Anand Nagar, Near Bhakti Park, Ghodbunder Road, Mumbai  Thane, Ghodbunder Road,","Kasarvadavli, Thane West", Mumbai,"  ? 1,500.00  ", Budget Friendly ,3.80,Very Good,yes,yes,yes,no,yes,no
692,Belo,19.14,72.83,"Andheri Lokhandwala, Andheri WestNear Lotus Petrol Station, Adarsh Nagar,","Andheri Lokhandwala, Andheri West", Mumbai,  ? 300.00  , Budget Friendly ,4.30,Very Good,yes,no,no,no,no,no
693,Mahlzeit - Berlin Street Food,19.06,72.82,"1, Sefa House, Pali Mala Road,Pali Hill, Bandra WestNext to Gem Medicals","Pali Hill, Bandra West", Mumbai,  ? 750.00  , Budget Friendly ,4.00,Very Good,yes,no,no,no,no,no
694,The Frontier Post,19.01,72.83,"Level 2, Kamla Trade House, Kamla Mills Compound,Lower Parel, Mumbai",Lower Parel, Mumbai,"  ? 1,300.00  ", Budget Friendly ,4.10,Very Good,no,yes,yes,yes,no,no
695,Cafe Noorani,18.98,72.81,"5 D,TardeoRoad, Haji Ali Circle, Tardeo, Mumbai",Tardeo, Mumbai,  ? 750.00  , Budget Friendly ,3.50,Good,yes,no,no,no,no,no
696,Amor Churros,19.19,72.97,"Shop 1, Gagangiri Society,Panch Pakhadi, Thane West, Mumbai","Panch Pakhadi, Thane West", Mumbai,  ? 400.00  , Budget Friendly ,3.70,Very Good,yes,no,no,yes,no,no
697,The Veg Klub,19.26,72.86,"Anand Nagar, Chatrapati Shivaiji Raje Complex, Next to Muncipal Garden,Dahisar East, Mumbai",Dahisar East, Mumbai,  ? 800.00  , Budget Friendly ,4.00,Very Good,yes,no,no,no,no,no
698,Twisties,19.23,72.97,"Manpada, Thane WestShop 20-22, Sunrise Shopping Arcade, Hyde Park,","Manpada, Thane West", Mumbai,  ? 500.00  , Budget Friendly ,4.40,Very Good,yes,yes,no,yes,no,no
699,Noor Mohammadi Hotel,18.96,72.83,"179, Wazir Building, Abdul Hakim Chowk, Bhendi Bazar, Near,Mohammad Ali Road, Mumbai",Mohammad Ali Road, Mumbai,  ? 350.00  , Budget Friendly ,3.80,Very Good,yes,no,no,no,no,no
700,Anda Apna Apna,19.13,72.84,"Ground Floor, Shop 1, Opposite Pathare Prabhu Hall, JP Road,   4 Bunglows,Azad Nagar, Mumbai",Azad Nagar, Mumbai,  ? 500.00  , Budget Friendly ,3.70,Very Good,yes,no,no,no,no,no
701,Faham Restaurant & Lounge,18.95,72.84,"Building No. 23, Satkar Hotel Lane,  Near Zakaria Masjid, Masjid Station Road,Mohammad Ali Road, Mumbai",Mohammad Ali Road, Mumbai,"  ? 1,100.00  ", Budget Friendly ,4.30,Very Good,yes,yes,no,yes,yes,no
702,Shloka Dining Bar,19.09,72.91,"2A, Ground Floor, Integrated Bhoomi Ltd., Near Patidar Wadi, LBS Marg,Ghatkopar West, Mumbai",Ghatkopar West, Mumbai,"  ? 1,100.00  ", Budget Friendly ,3.80,Very Good,yes,yes,yes,yes,no,no
703,Desi Fusion Grill & Bar,19.04,73.01,"Sector 4, Behind SBI Bank,Nerul, Navi Mumbai",Nerul, Mumbai,  ? 800.00  , Budget Friendly ,3.70,Very Good,yes,yes,yes,yes,yes,no
704,Greens Restaurant,19.18,72.84,"Linkway Estate, Link Road,Malad West, Mumbai",Malad West, Mumbai,  ? 800.00  , Budget Friendly ,3.40,Good,yes,no,no,no,no,no
705,The Yellow Chilli,19.02,72.84,"2nd Floor, Star Mall, N. C. Kelkar Road,Dadar West, Mumbai",Dadar West, Mumbai,"  ? 1,300.00  ", Budget Friendly ,4.40,Very Good,yes,no,yes,yes,no,no
706,Go Biryan,19.14,72.83,"Andheri Lokhandwala, Andheri West311, Snehanjali CHS, Near Samartha Aishwarya, Aadarsh Nagar/Lokhandwala Complex, Andheri West,","Andheri Lokhandwala, Andheri West", Mumbai,  ? 900.00  , Budget Friendly ,3.90,Very Good,yes,no,no,no,no,no
707,Ghef's Premium Takeaway,19.06,72.83,"Linking Road, Bandra WestShop 7, 142 Waterfield Road, R.K Patkar Marg,","Linking Road, Bandra West", Mumbai,  ? 550.00  , Budget Friendly ,3.90,Very Good,yes,no,no,yes,no,no
708,Hyderabad Xpress,19.14,72.83,"Oshiwara, Andheri WestNear Lotus Pump, New Link Road,","Oshiwara, Andheri West", Mumbai,  ? 350.00  , Budget Friendly ,4.10,Very Good,yes,no,no,no,no,no
709,Order order,19.19,72.84,"K4, Old Sonal Link Estate,Malad West, Mumbai",Malad West, Mumbai,  ? 400.00  , Budget Friendly ,4.20,Very Good,yes,no,no,no,no,no
710,Francesco's Pizzeria,19.00,72.83,"Shop 9-11, Next to L'vista Furnitures, Skyzone, High Street Phoenix, Senapati Bapat Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,"  ? 1,000.00  ", Budget Friendly ,4.00,Very Good,yes,no,no,no,no,no
711,Felicita,18.97,72.81,"Shop 3, Ground Floor, Zainab Manzil, NearTardeoAC market, Tardeo, Mumbai",Tardeo, Mumbai,  ? 550.00  , Budget Friendly ,4.00,Very Good,yes,no,no,no,no,no
712,The Thekka,19.08,73.01,"Sector 19 C, Near Satra Plaza, Palm Beach Road,Vashi, Navi Mumbai",Vashi, Mumbai,"  ? 1,200.00  ", Budget Friendly ,3.80,Very Good,yes,yes,yes,no,yes,no
713,Food Inn,18.92,72.83,"61A, Rabro House, SB Road, Opposite Electric House,Colaba, Mumbai",Colaba, Mumbai,  ? 550.00  , Budget Friendly ,3.30,Good,yes,no,no,no,no,no
714,Bistro 1,19.14,72.83,"Andheri Lokhandwala, Andheri West6 &  7, Mayfair Building, Vastu Lane, Near Lakshmi Industrial Estate, Behind SAB TV Lane, Next to Reliance Energy,","Andheri Lokhandwala, Andheri West", Mumbai,"  ? 1,000.00  ", Budget Friendly ,3.90,Very Good,yes,yes,no,yes,no,no
715,Cafe at The NCPA,18.93,72.82,"NCPA,Nariman Point, Mumbai",Nariman Point, Mumbai,"  ? 1,200.00  ", Budget Friendly ,3.90,Very Good,yes,no,no,no,yes,no
716,Bogeto Cafe,18.97,72.82,"Jain Lakshmi Mansion, Opposite Navjeevan Society,Mumbai Central, Mumbai",Mumbai Central, Mumbai,  ? 850.00  , Budget Friendly ,3.70,Very Good,no,no,no,no,yes,no
717,Mockingbird Cafe Bar,18.93,72.83,"80, Veer Nariman Road,Churchgate, Mumbai",Churchgate, Mumbai,"  ? 1,700.00  ", Moderate ,4.00,Very Good,yes,no,yes,yes,no,no
718,Singh Saab,19.05,72.89,"Ground Floor, Swami Jayaramdas Shopping Complex, Near Basant Park, RC Marg,ChemburEast, Chembur, Mumbai",Chembur, Mumbai,"  ? 1,000.00  ", Budget Friendly ,4.10,Very Good,yes,yes,yes,no,yes,no
719,Kook,19.05,72.89,"Swami Jayramadas Shopping Centre,ChemburMahul Road, R.C marg, Near Basant Park, Chembur, Mumbai",Chembur, Mumbai,"  ? 1,000.00  ", Budget Friendly ,4.00,Very Good,yes,no,no,no,yes,no
720,Jade Raven,19.19,72.97,"Panch Pakhadi, Thane WestShop 3, Ravi Industrial Estate,","Panch Pakhadi, Thane West", Mumbai,"  ? 1,000.00  ", Budget Friendly ,3.80,Very Good,yes,no,yes,yes,no,no
721,Kebab Corner,19.12,72.86,"12, New Malini Apartments,MahakaliCaves Road, Near Conossa Convent School, Mahakali, Mumbai",Mahakali, Mumbai,  ? 500.00  , Budget Friendly ,3.70,Very Good,yes,no,no,no,no,no
722,Club Sirkus,19.10,72.85,"Hotel Sahara Star, Opposite Domestic Airport,Santacruz East, Mumbai",Santacruz East, Mumbai,"  ? 3,000.00  ", Moderate ,3.80,Very Good,no,yes,yes,no,yes,no
